spa,msl,spa_n_caracteres,spa_n_palabras,spa_n_tokens_unicos,spa_longitud_media_palabra,spa_ratio_diversidad,msl_n_caracteres,msl_n_palabras,msl_n_tokens_unicos,msl_longitud_media_palabra,msl_ratio_diversidad,compresion_palabras,ratio_compresion,bin_long_spa
a tu hermano le gusta el chocolate,hermano tuyo chocolate gustar,34.0,7.0,7.0,4.0,1.0,29.0,4.0,4.0,6.5,1.0,3.0,0.5714285714285714,≥7 palabras
a tu hermana no le gusta el chocolate,hermano mujer tuya chocolate gustar no,37.0,8.0,8.0,3.75,1.0,38.0,6.0,6.0,5.5,1.0,2.0,0.75,≥7 palabras
a tu hermano le gusta el chocolate,hermano tuyo chocolate gustar,34.0,7.0,7.0,4.0,1.0,29.0,4.0,4.0,6.5,1.0,3.0,0.5714285714285714,≥7 palabras
a tu prima le gusta el chocolate,primo mujer tuya chocolate gustar,32.0,7.0,7.0,3.7142857142857144,1.0,33.0,5.0,5.0,5.8,1.0,2.0,0.7142857142857143,≥7 palabras
a tu primo no le gusta el chocolate,primo tuyo chocolate gustar no,35.0,8.0,8.0,3.5,1.0,30.0,5.0,5.0,5.2,1.0,3.0,0.625,≥7 palabras
a tu tía le gusta el chocolate,tío mujer tuya chocolate gustar,30.0,7.0,7.0,3.4285714285714284,1.0,31.0,5.0,5.0,5.4,1.0,2.0,0.7142857142857143,≥7 palabras
a tu tía no le gusta el chocolate,tío mujer tuya chocolate gustar no,33.0,8.0,8.0,3.25,1.0,34.0,6.0,6.0,4.833333333333333,1.0,2.0,0.75,≥7 palabras
a tu tío no le gusta el chocolate,tío tuyo chocolate gustar no,33.0,8.0,8.0,3.25,1.0,28.0,5.0,5.0,4.8,1.0,3.0,0.625,≥7 palabras
a tu tío le gusta el chocolate,tío tuyo chocolate gustar,30.0,7.0,7.0,3.4285714285714284,1.0,25.0,4.0,4.0,5.5,1.0,3.0,0.5714285714285714,≥7 palabras
a tu abuelo le gusta el chocolate,abuelo tuyo chocolate gustar,33.0,7.0,7.0,3.857142857142857,1.0,28.0,4.0,4.0,6.25,1.0,3.0,0.5714285714285714,≥7 palabras
a tu abuelo no le gusta el chocolate,abuelo tuyo chocolate gustar no,36.0,8.0,8.0,3.625,1.0,31.0,5.0,5.0,5.4,1.0,3.0,0.625,≥7 palabras
a tu abuela no le gusta el chocolate,abuelo mujer tuya chocolate gustar no,36.0,8.0,8.0,3.625,1.0,37.0,6.0,6.0,5.333333333333333,1.0,2.0,0.75,≥7 palabras
a tu abuela le gusta el chocolate,abuelo mujer tuya chocolate gustar,33.0,7.0,7.0,3.857142857142857,1.0,34.0,5.0,5.0,6.0,1.0,2.0,0.7142857142857143,≥7 palabras
me agrada platicar,yo platicar gustar,18.0,3.0,3.0,5.333333333333333,1.0,18.0,3.0,3.0,5.333333333333333,1.0,0.0,1.0,3 palabras
me gusta platicar,yo platicar gustar,17.0,3.0,3.0,5.0,1.0,18.0,3.0,3.0,5.333333333333333,1.0,0.0,1.0,3 palabras
no me gusta platicar,yo platicar gustar no,20.0,4.0,4.0,4.25,1.0,21.0,4.0,4.0,4.5,1.0,0.0,1.0,4 palabras
no me agrada platicar,yo platicar gustar no,21.0,4.0,4.0,4.5,1.0,21.0,4.0,4.0,4.5,1.0,0.0,1.0,4 palabras
me gusta leer,yo leer gustar,13.0,3.0,3.0,3.6666666666666665,1.0,14.0,3.0,3.0,4.0,1.0,0.0,1.0,3 palabras
no me gusta leer,yo leer gustar no,16.0,4.0,4.0,3.25,1.0,17.0,4.0,4.0,3.5,1.0,0.0,1.0,4 palabras
me agrada leer,yo leer gustar,14.0,3.0,3.0,4.0,1.0,14.0,3.0,3.0,4.0,1.0,0.0,1.0,3 palabras
no me agrada leer,yo leer gustar no,17.0,4.0,4.0,3.5,1.0,17.0,4.0,4.0,3.5,1.0,0.0,1.0,4 palabras
me gusta pasear,yo pasear gustar,15.0,3.0,3.0,4.333333333333333,1.0,16.0,3.0,3.0,4.666666666666667,1.0,0.0,1.0,3 palabras
no me agrada pasear,yo pasear gustar no,19.0,4.0,4.0,4.0,1.0,19.0,4.0,4.0,4.0,1.0,0.0,1.0,4 palabras
me agrada pasear,yo pasear gustar,16.0,3.0,3.0,4.666666666666667,1.0,16.0,3.0,3.0,4.666666666666667,1.0,0.0,1.0,3 palabras
no me gusta pasear,yo pasear gustar no,18.0,4.0,4.0,3.75,1.0,19.0,4.0,4.0,4.0,1.0,0.0,1.0,4 palabras
me gusta sonreír,yo sonreír gustar,16.0,3.0,3.0,4.666666666666667,1.0,17.0,3.0,3.0,5.0,1.0,0.0,1.0,3 palabras
no me gusta sonreír,yo sonreír gustar no,19.0,4.0,4.0,4.0,1.0,20.0,4.0,4.0,4.25,1.0,0.0,1.0,4 palabras
me agrada sonreír,yo sonreír gustar,17.0,3.0,3.0,5.0,1.0,17.0,3.0,3.0,5.0,1.0,0.0,1.0,3 palabras
no me gusta sonreír,yo sonreír gustar no,19.0,4.0,4.0,4.0,1.0,20.0,4.0,4.0,4.25,1.0,0.0,1.0,4 palabras
te gusta el chocolate,tú chocolate gustar,21.0,4.0,4.0,4.5,1.0,19.0,3.0,3.0,5.666666666666667,1.0,1.0,0.75,4 palabras
no te gusta el chocolate,tú chocolate gustar no,24.0,5.0,5.0,4.0,1.0,22.0,4.0,4.0,4.75,1.0,1.0,0.8,5 palabras
te agrada el chocolate,tú chocolate agradar,22.0,4.0,4.0,4.75,1.0,20.0,3.0,3.0,6.0,1.0,1.0,0.75,4 palabras
te desagrada el chocolate,tú chocolate gustar no,25.0,4.0,4.0,5.5,1.0,22.0,4.0,4.0,4.75,1.0,0.0,1.0,4 palabras
te gusta comer helado,tú comer helado gustar,21.0,4.0,4.0,4.5,1.0,22.0,4.0,4.0,4.75,1.0,0.0,1.0,4 palabras
no te gusta comer helado,tú comer helado gustar no,24.0,5.0,5.0,4.0,1.0,25.0,5.0,5.0,4.2,1.0,0.0,1.0,5 palabras
te agrada comer helado,tú comer helado gustar,22.0,4.0,4.0,4.75,1.0,22.0,4.0,4.0,4.75,1.0,0.0,1.0,4 palabras
no te agrada platicar,tú platicar gustar no,21.0,4.0,4.0,4.5,1.0,21.0,4.0,4.0,4.5,1.0,0.0,1.0,4 palabras
te agrada platicar,tú platicar gustar,18.0,3.0,3.0,5.333333333333333,1.0,18.0,3.0,3.0,5.333333333333333,1.0,0.0,1.0,3 palabras
no te agrada platicar,tú platicar gustar no,21.0,4.0,4.0,4.5,1.0,21.0,4.0,4.0,4.5,1.0,0.0,1.0,4 palabras
te gusta platicar,tú platicar gustar,17.0,3.0,3.0,5.0,1.0,18.0,3.0,3.0,5.333333333333333,1.0,0.0,1.0,3 palabras
no te agrada leer,tú leer gustar no,17.0,4.0,4.0,3.5,1.0,17.0,4.0,4.0,3.5,1.0,0.0,1.0,4 palabras
te agrada leer,tú leer gustar,14.0,3.0,3.0,4.0,1.0,14.0,3.0,3.0,4.0,1.0,0.0,1.0,3 palabras
no te gusta leer,tú leer gustar no,16.0,4.0,4.0,3.25,1.0,17.0,4.0,4.0,3.5,1.0,0.0,1.0,4 palabras
te gusta leer,tú leer gustar,13.0,3.0,3.0,3.6666666666666665,1.0,14.0,3.0,3.0,4.0,1.0,0.0,1.0,3 palabras
no te gusta leer,tú leer gustar no,16.0,4.0,4.0,3.25,1.0,17.0,4.0,4.0,3.5,1.0,0.0,1.0,4 palabras
te agrada pasear,tú pasear gustar,16.0,3.0,3.0,4.666666666666667,1.0,16.0,3.0,3.0,4.666666666666667,1.0,0.0,1.0,3 palabras
te desagrada pasear,tú pasear gustar no,19.0,3.0,3.0,5.666666666666667,1.0,19.0,4.0,4.0,4.0,1.0,-1.0,1.3333333333333333,3 palabras
te gusta pasear,tú pasear gustar,15.0,3.0,3.0,4.333333333333333,1.0,16.0,3.0,3.0,4.666666666666667,1.0,0.0,1.0,3 palabras
no te gusta pasear,tú pasear gustar no,18.0,4.0,4.0,3.75,1.0,19.0,4.0,4.0,4.0,1.0,0.0,1.0,4 palabras
te agrada sonreír,tú sonreír gustar,17.0,3.0,3.0,5.0,1.0,17.0,3.0,3.0,5.0,1.0,0.0,1.0,3 palabras
te desagrada sonreír,tú sonreír gustar no,20.0,3.0,3.0,6.0,1.0,20.0,4.0,4.0,4.25,1.0,-1.0,1.3333333333333333,3 palabras
les agrada el chocolate,ellos chocolate gustar,23.0,4.0,4.0,5.0,1.0,22.0,3.0,3.0,6.666666666666667,1.0,1.0,0.75,4 palabras
les desagrada el chocolate,ellos chocolate gustar no,26.0,4.0,4.0,5.75,1.0,25.0,4.0,4.0,5.5,1.0,0.0,1.0,4 palabras
les agrada el chocolate,ustedes chocolate gustar,23.0,4.0,4.0,5.0,1.0,24.0,3.0,3.0,7.333333333333333,1.0,1.0,0.75,4 palabras
les desagrada el chocolatge,ustedes chocolate gustar no,27.0,4.0,4.0,6.0,1.0,27.0,4.0,4.0,6.0,1.0,0.0,1.0,4 palabras
les gusta el chocolate,ellos chocolate gustar,22.0,4.0,4.0,4.75,1.0,22.0,3.0,3.0,6.666666666666667,1.0,1.0,0.75,4 palabras
no les gusta el chocolate,ellos chocolate gustar no,25.0,5.0,5.0,4.2,1.0,25.0,4.0,4.0,5.5,1.0,1.0,0.8,5 palabras
les agrada comer helado,ellos comer helado gustar,23.0,4.0,4.0,5.0,1.0,25.0,4.0,4.0,5.5,1.0,0.0,1.0,4 palabras
no les agrada comer helado,ellos comer helado gustar no,26.0,5.0,5.0,4.4,1.0,28.0,5.0,5.0,4.8,1.0,0.0,1.0,5 palabras
les gusta comer helado,ellos comer helado gustar,22.0,4.0,4.0,4.75,1.0,25.0,4.0,4.0,5.5,1.0,0.0,1.0,4 palabras
no les gusta comer helado,ellos comer helado gustar no,25.0,5.0,5.0,4.2,1.0,28.0,5.0,5.0,4.8,1.0,0.0,1.0,5 palabras
les gusta leer,ustedes leer gustar,14.0,3.0,3.0,4.0,1.0,19.0,3.0,3.0,5.666666666666667,1.0,0.0,1.0,3 palabras
no les gusta leer,ustedes leer gustar no,17.0,4.0,4.0,3.5,1.0,22.0,4.0,4.0,4.75,1.0,0.0,1.0,4 palabras
les agrada leer,ellos leer gustar,15.0,3.0,3.0,4.333333333333333,1.0,17.0,3.0,3.0,5.0,1.0,0.0,1.0,3 palabras
les gusta leer,ellos leer gustar,14.0,3.0,3.0,4.0,1.0,17.0,3.0,3.0,5.0,1.0,0.0,1.0,3 palabras
no les agrada leer,ellos leer gustar no,18.0,4.0,4.0,3.75,1.0,20.0,4.0,4.0,4.25,1.0,0.0,1.0,4 palabras
les gusta leer,ustedes leer gustar,14.0,3.0,3.0,4.0,1.0,19.0,3.0,3.0,5.666666666666667,1.0,0.0,1.0,3 palabras
no les gusta leer,ustedes leer gustar no,17.0,4.0,4.0,3.5,1.0,22.0,4.0,4.0,4.75,1.0,0.0,1.0,4 palabras
me gusta caminar,yo caminar gustar,16.0,3.0,3.0,4.666666666666667,1.0,17.0,3.0,3.0,5.0,1.0,0.0,1.0,3 palabras
no me gusta caminar,yo caminar gustar no,19.0,4.0,4.0,4.0,1.0,20.0,4.0,4.0,4.25,1.0,0.0,1.0,4 palabras
me agrada caminar,yo caminar gustar,17.0,3.0,3.0,5.0,1.0,17.0,3.0,3.0,5.0,1.0,0.0,1.0,3 palabras
me desagrada caminar,yo caminar gustar no,20.0,3.0,3.0,6.0,1.0,20.0,4.0,4.0,4.25,1.0,-1.0,1.3333333333333333,3 palabras
te agrada caminar,tú caminar gustar,17.0,3.0,3.0,5.0,1.0,17.0,3.0,3.0,5.0,1.0,0.0,1.0,3 palabras
te desagrada caminar,tú caminar gustar no,20.0,3.0,3.0,6.0,1.0,20.0,4.0,4.0,4.25,1.0,-1.0,1.3333333333333333,3 palabras
te gusta caminar,tú caminar gustar,16.0,3.0,3.0,4.666666666666667,1.0,17.0,3.0,3.0,5.0,1.0,0.0,1.0,3 palabras
no te gusta caminar,tú caminar gustar no,19.0,4.0,4.0,4.0,1.0,20.0,4.0,4.0,4.25,1.0,0.0,1.0,4 palabras
te agrada caminar,tú caminar gustar,17.0,3.0,3.0,5.0,1.0,17.0,3.0,3.0,5.0,1.0,0.0,1.0,3 palabras
te desagrada caminar,tú caminar gustar no,20.0,3.0,3.0,6.0,1.0,20.0,4.0,4.0,4.25,1.0,-1.0,1.3333333333333333,3 palabras
les gusta caminar,ellos caminar gustar,17.0,3.0,3.0,5.0,1.0,20.0,3.0,3.0,6.0,1.0,0.0,1.0,3 palabras
no les gusta caminar,ellos caminar gustar no,20.0,4.0,4.0,4.25,1.0,23.0,4.0,4.0,5.0,1.0,0.0,1.0,4 palabras
les agrada caminar,ustedes caminar gustar,18.0,3.0,3.0,5.333333333333333,1.0,22.0,3.0,3.0,6.666666666666667,1.0,0.0,1.0,3 palabras
les desagrada caminar,ustedes caminar gustar no,21.0,3.0,3.0,6.333333333333333,1.0,25.0,4.0,4.0,5.5,1.0,-1.0,1.3333333333333333,3 palabras
les gusta caminar,ellos caminar gustar,17.0,3.0,3.0,5.0,1.0,20.0,3.0,3.0,6.0,1.0,0.0,1.0,3 palabras
no les gusta caminar,ellos caminar gustar no,20.0,4.0,4.0,4.25,1.0,23.0,4.0,4.0,5.0,1.0,0.0,1.0,4 palabras
les gusta caminar,ustedes caminar gustar,17.0,3.0,3.0,5.0,1.0,22.0,3.0,3.0,6.666666666666667,1.0,0.0,1.0,3 palabras
no les gusta caminar,ustedes caminar gustar no,20.0,4.0,4.0,4.25,1.0,25.0,4.0,4.0,5.5,1.0,0.0,1.0,4 palabras
le agrada caminar,ella caminar gustar,17.0,3.0,3.0,5.0,1.0,19.0,3.0,3.0,5.666666666666667,1.0,0.0,1.0,3 palabras
le desagrada caminar,ella caminar gustar no,20.0,3.0,3.0,6.0,1.0,22.0,4.0,4.0,4.75,1.0,-1.0,1.3333333333333333,3 palabras
le agrada caminar,el caminar gustar,17.0,3.0,3.0,5.0,1.0,17.0,3.0,3.0,5.0,1.0,0.0,1.0,3 palabras
le desagrada caminar,el caminar gustar no,20.0,3.0,3.0,6.0,1.0,20.0,4.0,4.0,4.25,1.0,-1.0,1.3333333333333333,3 palabras
le gusta caminar,el caminar gustar,16.0,3.0,3.0,4.666666666666667,1.0,17.0,3.0,3.0,5.0,1.0,0.0,1.0,3 palabras
no les gusta caminar,el caminar gustar no,20.0,4.0,4.0,4.25,1.0,20.0,4.0,4.0,4.25,1.0,0.0,1.0,4 palabras
le gusta caminar,ella caminar gustar,16.0,3.0,3.0,4.666666666666667,1.0,19.0,3.0,3.0,5.666666666666667,1.0,0.0,1.0,3 palabras
no le gusta caminar,ella caminar gustar no,19.0,4.0,4.0,4.0,1.0,22.0,4.0,4.0,4.75,1.0,0.0,1.0,4 palabras
le gusta correr,el correr gustar,15.0,3.0,3.0,4.333333333333333,1.0,16.0,3.0,3.0,4.666666666666667,1.0,0.0,1.0,3 palabras
no les gusta correr,el correr gustar no,19.0,4.0,4.0,4.0,1.0,19.0,4.0,4.0,4.0,1.0,0.0,1.0,4 palabras
le gusta correr,ella correr gustar,15.0,3.0,3.0,4.333333333333333,1.0,18.0,3.0,3.0,5.333333333333333,1.0,0.0,1.0,3 palabras
te gusta reír,tú reír gustar,13.0,3.0,3.0,3.6666666666666665,1.0,14.0,3.0,3.0,4.0,1.0,0.0,1.0,3 palabras
no te gusta reír,tú reír gustar no,16.0,4.0,4.0,3.25,1.0,17.0,4.0,4.0,3.5,1.0,0.0,1.0,4 palabras
les gusta reír,ellos reír gustar,14.0,3.0,3.0,4.0,1.0,17.0,3.0,3.0,5.0,1.0,0.0,1.0,3 palabras
no les gusta reír,ellos reír gustar no,17.0,4.0,4.0,3.5,1.0,20.0,4.0,4.0,4.25,1.0,0.0,1.0,4 palabras
les gusta sonreír,ellos sonreír gustar,17.0,3.0,3.0,5.0,1.0,20.0,3.0,3.0,6.0,1.0,0.0,1.0,3 palabras
no les gusta sonreír,ellos sonreír gustar no,20.0,4.0,4.0,4.25,1.0,23.0,4.0,4.0,5.0,1.0,0.0,1.0,4 palabras
te gusta sonreír,tú sonreír gustar,16.0,3.0,3.0,4.666666666666667,1.0,17.0,3.0,3.0,5.0,1.0,0.0,1.0,3 palabras
no te gusta sonreír,tú sonreír gustar no,19.0,4.0,4.0,4.0,1.0,20.0,4.0,4.0,4.25,1.0,0.0,1.0,4 palabras
le gusta reír,ella reír gustar,13.0,3.0,3.0,3.6666666666666665,1.0,16.0,3.0,3.0,4.666666666666667,1.0,0.0,1.0,3 palabras
no le gusta reír,ella reír gustar no,16.0,4.0,4.0,3.25,1.0,19.0,4.0,4.0,4.0,1.0,0.0,1.0,4 palabras
le gusta sonreír,el sonreír gustar,16.0,3.0,3.0,4.666666666666667,1.0,17.0,3.0,3.0,5.0,1.0,0.0,1.0,3 palabras
no le gusta sonreír,el sonreír gustar no,19.0,4.0,4.0,4.0,1.0,20.0,4.0,4.0,4.25,1.0,0.0,1.0,4 palabras
le gusta sonreír,ella sonreír gustar,16.0,3.0,3.0,4.666666666666667,1.0,19.0,3.0,3.0,5.666666666666667,1.0,0.0,1.0,3 palabras
no le gusta sonreir,el sonreír gustar no,19.0,4.0,4.0,4.0,1.0,20.0,4.0,4.0,4.25,1.0,0.0,1.0,4 palabras
le gusta reír,el reír gustar,13.0,3.0,3.0,3.6666666666666665,1.0,14.0,3.0,3.0,4.0,1.0,0.0,1.0,3 palabras
no le gusta reír,el reír gustar no,16.0,4.0,4.0,3.25,1.0,17.0,4.0,4.0,3.5,1.0,0.0,1.0,4 palabras
te gusta el café,tú café gustar,16.0,4.0,4.0,3.25,1.0,14.0,3.0,3.0,4.0,1.0,1.0,0.75,4 palabras
me gusta el café,yo café gustar,16.0,4.0,4.0,3.25,1.0,14.0,3.0,3.0,4.0,1.0,1.0,0.75,4 palabras
le gusta el café,ella café gustar,16.0,4.0,4.0,3.25,1.0,16.0,3.0,3.0,4.666666666666667,1.0,1.0,0.75,4 palabras
le gusta el café,él café gustar,16.0,4.0,4.0,3.25,1.0,14.0,3.0,3.0,4.0,1.0,1.0,0.75,4 palabras
les gusta el café,ellos café gustar,17.0,4.0,4.0,3.5,1.0,17.0,3.0,3.0,5.0,1.0,1.0,0.75,4 palabras
les gusta el café,ellas café gustar,17.0,4.0,4.0,3.5,1.0,17.0,3.0,3.0,5.0,1.0,1.0,0.75,4 palabras
les gusta el café,ustedes café gustar,17.0,4.0,4.0,3.5,1.0,19.0,3.0,3.0,5.666666666666667,1.0,1.0,0.75,4 palabras
nos gusta el café,nosotros café gustar,17.0,4.0,4.0,3.5,1.0,20.0,3.0,3.0,6.0,1.0,1.0,0.75,4 palabras
no te gusta el café,tú café gustar no,19.0,5.0,5.0,3.0,1.0,17.0,4.0,4.0,3.5,1.0,1.0,0.8,5 palabras
no me gusta el café,yo café gustar no,19.0,5.0,5.0,3.0,1.0,17.0,4.0,4.0,3.5,1.0,1.0,0.8,5 palabras
no le gusta el café,él café gustar no,19.0,5.0,5.0,3.0,1.0,17.0,4.0,4.0,3.5,1.0,1.0,0.8,5 palabras
no les gusta el café,ellos café gustar no,20.0,5.0,5.0,3.2,1.0,20.0,4.0,4.0,4.25,1.0,1.0,0.8,5 palabras
no les gusta el café,ellas café gustar no,20.0,5.0,5.0,3.2,1.0,20.0,4.0,4.0,4.25,1.0,1.0,0.8,5 palabras
no les gusta el café,ustedes café gustar no,20.0,5.0,5.0,3.2,1.0,22.0,4.0,4.0,4.75,1.0,1.0,0.8,5 palabras
nos gusta el café,nosotros café gustar no,17.0,4.0,4.0,3.5,1.0,23.0,4.0,4.0,5.0,1.0,0.0,1.0,4 palabras
a mi mamá le gusta el café,mamá mía café gustar,26.0,7.0,7.0,2.857142857142857,1.0,20.0,4.0,4.0,4.25,1.0,3.0,0.5714285714285714,≥7 palabras
a mi mamá no le gusta el café,mamá mía café gustar no,29.0,8.0,8.0,2.75,1.0,23.0,5.0,5.0,3.8,1.0,3.0,0.625,≥7 palabras
a mi papá le gusta el café,papá mío café gustar,26.0,7.0,7.0,2.857142857142857,1.0,20.0,4.0,4.0,4.25,1.0,3.0,0.5714285714285714,≥7 palabras
a mi papá no le gusta el café,papá mío café gustar no,29.0,8.0,8.0,2.75,1.0,23.0,5.0,5.0,3.8,1.0,3.0,0.625,≥7 palabras
a mi hermano no le gusta el café,hermano mío café gustar no,32.0,8.0,8.0,3.125,1.0,26.0,5.0,5.0,4.4,1.0,3.0,0.625,≥7 palabras
a mi hermano le gusta el café,hermano mío café gustar,29.0,7.0,7.0,3.2857142857142856,1.0,23.0,4.0,4.0,5.0,1.0,3.0,0.5714285714285714,≥7 palabras
a mi hermana no le gusta el café,hermano mujer mía café gustar no,32.0,8.0,8.0,3.125,1.0,32.0,6.0,6.0,4.5,1.0,2.0,0.75,≥7 palabras
a mi hermano le gusta el café,hermano mío café gustar,29.0,7.0,7.0,3.2857142857142856,1.0,23.0,4.0,4.0,5.0,1.0,3.0,0.5714285714285714,≥7 palabras
a mi prima le gusta el café,primo mujer mía café gustar,27.0,7.0,7.0,3.0,1.0,27.0,5.0,5.0,4.6,1.0,2.0,0.7142857142857143,≥7 palabras
a mi primo no le gusta el café,primo mío café gustar no,30.0,8.0,8.0,2.875,1.0,24.0,5.0,5.0,4.0,1.0,3.0,0.625,≥7 palabras
a mi tía le gusta el café,tío mujer mía café gustar,25.0,7.0,7.0,2.7142857142857144,1.0,25.0,5.0,5.0,4.2,1.0,2.0,0.7142857142857143,≥7 palabras
a mi tía no le gusta el café,tío mujer mía café gustar no,28.0,8.0,8.0,2.625,1.0,28.0,6.0,6.0,3.8333333333333335,1.0,2.0,0.75,≥7 palabras
a mi tío no le gusta el café,tío mío café gustar no,28.0,8.0,8.0,2.625,1.0,22.0,5.0,5.0,3.6,1.0,3.0,0.625,≥7 palabras
a mi tío le gusta el café,tío mío café gustar,25.0,7.0,7.0,2.7142857142857144,1.0,19.0,4.0,4.0,4.0,1.0,3.0,0.5714285714285714,≥7 palabras
a mi abuelo le gusta el café,abuelo mío café gustar,28.0,7.0,7.0,3.142857142857143,1.0,22.0,4.0,4.0,4.75,1.0,3.0,0.5714285714285714,≥7 palabras
a mi abuelo no le gusta el café,abuelo mío café gustar no,31.0,8.0,8.0,3.0,1.0,25.0,5.0,5.0,4.2,1.0,3.0,0.625,≥7 palabras
a mi abuela no le gusta el café,abuelo mujer mía café gustar no,31.0,8.0,8.0,3.0,1.0,31.0,6.0,6.0,4.333333333333333,1.0,2.0,0.75,≥7 palabras
a mi abuela le gusta el café,abuelo mujer mía café gustar,28.0,7.0,7.0,3.142857142857143,1.0,28.0,5.0,5.0,4.8,1.0,2.0,0.7142857142857143,≥7 palabras
a tu mamá le gusta el café,mamá tuya café gustar,26.0,7.0,7.0,2.857142857142857,1.0,21.0,4.0,4.0,4.5,1.0,3.0,0.5714285714285714,≥7 palabras
a tu mamá no le gusta el café,mamá tuya café gustar no,29.0,8.0,8.0,2.75,1.0,24.0,5.0,5.0,4.0,1.0,3.0,0.625,≥7 palabras
a tu papá le gusta el café,papá tuyo café gustar,26.0,7.0,7.0,2.857142857142857,1.0,21.0,4.0,4.0,4.5,1.0,3.0,0.5714285714285714,≥7 palabras
a tu papá no le gusta el café,papá tuyo café gustar no,29.0,8.0,8.0,2.75,1.0,24.0,5.0,5.0,4.0,1.0,3.0,0.625,≥7 palabras
a tu hermano no le gusta el café,hermano tuyo café gustar no,32.0,8.0,8.0,3.125,1.0,27.0,5.0,5.0,4.6,1.0,3.0,0.625,≥7 palabras
a tu hermano le gusta el café,hermano tuyo café gustar,29.0,7.0,7.0,3.2857142857142856,1.0,24.0,4.0,4.0,5.25,1.0,3.0,0.5714285714285714,≥7 palabras
a tu hermana no le gusta el café,hermano mujer tuya café gustar no,32.0,8.0,8.0,3.125,1.0,33.0,6.0,6.0,4.666666666666667,1.0,2.0,0.75,≥7 palabras
a tu hermano le gusta el café,hermano tuyo café gustar,29.0,7.0,7.0,3.2857142857142856,1.0,24.0,4.0,4.0,5.25,1.0,3.0,0.5714285714285714,≥7 palabras
a tu prima le gusta el café,primo mujer tuya café gustar,27.0,7.0,7.0,3.0,1.0,28.0,5.0,5.0,4.8,1.0,2.0,0.7142857142857143,≥7 palabras
a tu primo no le gusta el café,primo tuyo café gustar no,30.0,8.0,8.0,2.875,1.0,25.0,5.0,5.0,4.2,1.0,3.0,0.625,≥7 palabras
a tu tía le gusta el café,tío mujer tuya café gustar,25.0,7.0,7.0,2.7142857142857144,1.0,26.0,5.0,5.0,4.4,1.0,2.0,0.7142857142857143,≥7 palabras
a tu tía no le gusta el café,tío mujer tuya café gustar no,28.0,8.0,8.0,2.625,1.0,29.0,6.0,6.0,4.0,1.0,2.0,0.75,≥7 palabras
a tu tío no le gusta el café,tío tuyo café gustar no,28.0,8.0,8.0,2.625,1.0,23.0,5.0,5.0,3.8,1.0,3.0,0.625,≥7 palabras
a tu tío le gusta el café,tío tuyo café gustar,25.0,7.0,7.0,2.7142857142857144,1.0,20.0,4.0,4.0,4.25,1.0,3.0,0.5714285714285714,≥7 palabras
a tu abuelo le gusta el café,abuelo tuyo café gustar,28.0,7.0,7.0,3.142857142857143,1.0,23.0,4.0,4.0,5.0,1.0,3.0,0.5714285714285714,≥7 palabras
a tu abuelo no le gusta el café,abuelo tuyo café gustar no,31.0,8.0,8.0,3.0,1.0,26.0,5.0,5.0,4.4,1.0,3.0,0.625,≥7 palabras
a tu abuela no le gusta el café,abuelo mujer tuya café gustar no,31.0,8.0,8.0,3.0,1.0,32.0,6.0,6.0,4.5,1.0,2.0,0.75,≥7 palabras
a tu abuela le gusta el café,abuelo mujer tuya café gustar,28.0,7.0,7.0,3.142857142857143,1.0,29.0,5.0,5.0,5.0,1.0,2.0,0.7142857142857143,≥7 palabras
te gusta pasear,tu pasear gustar,15.0,3.0,3.0,4.333333333333333,1.0,16.0,3.0,3.0,4.666666666666667,1.0,0.0,1.0,3 palabras
nos gusta la música clásica,nosotros música clásica gustar,27.0,5.0,5.0,4.6,1.0,30.0,4.0,4.0,6.75,1.0,1.0,0.8,5 palabras
no nos gusta la música clásica,nosotros música clásica gustar no,30.0,6.0,6.0,4.166666666666667,1.0,33.0,5.0,5.0,5.8,1.0,1.0,0.8333333333333334,6 palabras
nos agrada la música clásica,nosotros música clásica gustar,28.0,5.0,5.0,4.8,1.0,30.0,4.0,4.0,6.75,1.0,1.0,0.8,5 palabras
nos desagrada la música clásica,nosotros música clásica gustar no,31.0,5.0,5.0,5.4,1.0,33.0,5.0,5.0,5.8,1.0,0.0,1.0,5 palabras
nos agrada platicar,nosotros platicar gustar,19.0,3.0,3.0,5.666666666666667,1.0,24.0,3.0,3.0,7.333333333333333,1.0,0.0,1.0,3 palabras
nos desagrada platicar,nosotros platicar gustar no,22.0,3.0,3.0,6.666666666666667,1.0,27.0,4.0,4.0,6.0,1.0,-1.0,1.3333333333333333,3 palabras
nos gusta platicar,nosotros platicar gustar,18.0,3.0,3.0,5.333333333333333,1.0,24.0,3.0,3.0,7.333333333333333,1.0,0.0,1.0,3 palabras
no nos gusta platicar,nosotros platicar gustar no,21.0,4.0,4.0,4.5,1.0,27.0,4.0,4.0,6.0,1.0,0.0,1.0,4 palabras
nos agrada reír,nosotros reír agradar,15.0,3.0,3.0,4.333333333333333,1.0,21.0,3.0,3.0,6.333333333333333,1.0,0.0,1.0,3 palabras
no nos agrada reír,nosotros reír gustar no,18.0,4.0,4.0,3.75,1.0,23.0,4.0,4.0,5.0,1.0,0.0,1.0,4 palabras
nos gusta reír,nosotros reír gustar,14.0,3.0,3.0,4.0,1.0,20.0,3.0,3.0,6.0,1.0,0.0,1.0,3 palabras
